movie_id,realisateurs,scenaristes,acteurs
288439,['543617'],"['582260', '47390', '582260', '598298', '543617']","['434121', '943602', '940214', '965029', '178907', '574447', '541733', '919975']"
290507,['38440'],"['42520', '38440', '38440', '42520', '38440', '686534', '968870']","['422282', '801910', '722075', '31384', '9527', '601648', '701659', '34421']"
299468,"['42904', '42905']","['42904', '42905', '715638']","['721019', '461259', '13892', '266038', '427710', '62642', '238077', '826859']"
290325,['639739'],['639739'],"['925638', '925639', '925640', '925641', '925642', '925643', '925644', '925645']"
303572,['593'],"['222411', '593']","['865661', '962094', '432039', '858996', '947', '32040', '438016']"
270135,"['761046', '760351']","['419', '207249', '207249', '207249', '35676', '74580', '74580', '760351', '760351']","['17423', '102631', '804940', '541332', '222449', '446216', '746826', '831139']"
256880,['496179'],"['117811', '178685', '59857', '550428']","['588862', '512064', '164427', '781864', '24377', '32404', '4788', '110']"
298674,['412376'],"['203580', '697916']","['252128', '86506', '252128', '62282', '86506', '249790', '246205', '163437']"
251390,['3556'],"['59857', '99042', '551126', '802577', '178685', '259466', '602515']","['164427', '455870', '55757', '81223', '900680', '81263', '163572', '862322']"
14889,['1114'],"['1114', '44734']","['2889', '5642', '444', '1831', '5459', '47841', '7408', '49445']"
4309,['4059'],"['73288', '4924']","['2882', '10287', '1726', '10288', '11403', '57742', '94131', '13176']"
266409,"['259100', '751397']","['259100', '751397']","['156875', '847132', '210888', '221330', '244509', '734925', '879237', '857940']"
284646,"['549098', '240197', '247309']","['247309', '549098']","['448172', '3198', '104294', '938671', '938672', '872230', '550614', '950109']"
32701,['17705'],"['17705', '17705', '59909', '20285']","['191', '947', '5902', '326', '18566', '123', '32162', '10901']"
280503,['211286'],"['211286', '196500']","['419732', '88313', '30268', '959345', '597524', '215787', '722742', '794490']"
289898,['411212'],['411212'],"['97635', '20204', '15881', '968044', '805158', '874584', '909995', '416482']"
228322,['22170'],"['84924', '87237', '146685']","['65003', '206127', '407255', '3224', '182484', '17043', '1795', '101665']"
134096,['6494'],"['38748', '38749']","['71767', '155364', '17626', '117933', '30279', '998', '14018', '27534']"
212358,['248428'],"['36107', '41024', '41022', '248428', '548810']","['27049', '149205', '135438', '155364', '246148', '15280', '92692', '661436']"
22779,['31406'],"['31406', '37782']","['14100', '31950', '14368', '15493', '14624', '20967', '4871', '41675']"
3059,['7775'],"['7775', '940130', '7775', '7775']","['400', '7776', '7777', '7780', '11622', '58001', '57518', '7779']"
208633,['533963'],"['406987', '37782']","['507300', '85120', '117304', '143957', '413433', '555613', '81018', '687081']"
15682,['648'],"['648', '38420']","['2908', '56591', '9076', '12204', '24608', '2767', '7812', '5785']"
41696,['564036'],"['66566', '66566', '68237']","['660', '111718', '65120', '41623', '61597', '123021', '27957', '12471']"
135082,['90208'],"['217806', '49395']","['57126', '136628', '64000', '20586', '147909', '105155', '2334', '172277']"
146632,['17826'],['17826'],"['2608', '17367', '7982', '91503', '84145', '102631', '25944', '21610']"
265358,['57906'],"['57906', '57906', '175295', '98296', '86797']","['15280', '189311', '20011', '94485', '26079', '795445', '93155', '25754']"
283956,['764940'],['764940'],"['962377', '728751', '554224', '964848', '804654', '516821', '964849', '919315']"
284896,['21758'],"['21758', '93595']","['264698', '17803', '22326', '117289', '64416', '138845', '13193', '127828']"
307788,"['250501', '463306', '979471', '979472', '755427']",,
39187,['12243'],"['12243', '84840', '68209', '67278', '84852', '42038']","['3145', '18851', '14369', '5653', '18370', '64908', '62228', '64909']"
231786,['7978'],['7978'],"['688126', '734855', '734856', '734858', '7978', '80435', '70431', '102174']"
310625,['654288'],"['537033', '980214']","['614392', '829657', '217187', '523945', '429208', '853894', '576610', '980215']"
225953,['419607'],['419607'],"['471890', '32799', '5595', '592825', '448186', '466551', '8512', '108179']"
298736,['804532'],"['804532', '769546']","['870187', '950296', '769546', '962792']"
284500,['416261'],"['408725', '416261']","['408725', '504857', '656585', '871923', '933831', '722830', '521394', '471879']"
141890,['38440'],"['17765', '38440', '246176', '17765', '38440', '169384']","['21750', '12094', '5123', '477195', '187255', '477196', '22607', '132707']"
281330,['76202'],"['76202', '76202', '686432']","['12972', '212326', '9', '28561', '167210', '160997', '22853', '101407']"
363,['1190'],"['1193', '1192']","['1192', '1191', '1193', '1194', '1195', '1196', '18079', '96693']"
271212,['400537'],"['400537', '558336']","['723303', '860116', '601829', '20138', '11774', '961381', '131154', '403293']"
27587,['28652'],['28652'],"['38915', '38895', '38883', '38913', '38916', '38894']"
310996,"['227571', '227572']","['227571', '227572']","['221966', '739765', '99706', '743062', '34561', '59747', '975068', '642521']"
240516,['30601'],['30601'],"['85120', '714777', '8589', '661647', '464408', '126803', '544241', '112567']"
208104,['2098'],"['85226', '44240']","['179331', '18923', '129990', '41339', '525100', '20175', '12217', '406211']"
293538,['521937'],"['51723', '51723', '51723', '521937', '521937', '521937']","['16293', '328', '140857', '26883', '134719', '551653', '5486', '10376']"
296393,['190371'],"['816689', '816689', '816713']","['12559', '321', '18572', '218550', '1327', '5123', '511756']"
289235,['170360'],['170360'],"['690094', '923271', '689122', '912085', '804791', '9524', '453901', '771250']"
260363,['824218'],"['438777', '824218']","['438777', '236096', '240868', '25796', '157728', '22729', '854750', '854751']"
21474,['30322'],"['30322', '35345']","['325', '5902', '3125', '4168', '4220', '8402', '17614', '14437']"
46211,['30407'],"['93941', '30407', '93941', '30407']","['105003', '66960', '197240', '263', '3227', '19332', '197243', '4584']"
14712,['24148'],"['42769', '51244']","['301', '21164', '21625', '8590', '1029', '16021', '23887', '52612']"
297448,['617096'],"['617096', '783959']","['244509', '51498', '726577', '917668', '965219', '934111', '965220', '965221']"
20425,['9478'],"['7775', '37262', '49686', '9478']","['222', '400', '1920', '5736', '10660', '20226', '14816', '11612']"
279326,['83306'],"['83306', '886471', '12405']","['21750', '28260', '38768', '3153', '5947', '621380', '865349', '956591']"
228087,['100516'],"['68219', '68219', '68219', '12468']","['190484', '17802', '88478', '231665', '137496', '205678', '26160', '673723']"
287082,"['530036', '124379']","['137152', '510607', '101405', '124379', '530036']","['4700', '126186', '61009', '631700', '12302', '101983', '848477', '858847']"
221419,['136119'],"['265599', '136119']","['84145', '91503', '7982', '33054', '144941', '70378', '12731', '946']"
8429,['10509'],"['89983', '8668', '10509']","['13332', '972', '1926', '302', '5489', '1325', '18904', '3038']"
297254,['29660'],['946592'],"['407468', '115751', '41716', '169265', '804583', '104790', '175951', '946590']"
4478,['5118'],"['8124', '5121', '5119', '6527', '6415', '39291', '5118']","['953', '8124', '5121', '5119', '6415', '6527', '39291', '4636']"
27633,['19662'],"['6494', '6494', '6494', '56985', '26402']",['437750']
195022,['84704'],"['429566', '526632', '106203']","['111855', '431936', '12973', '200576', '621660', '471890', '418933', '86439']"
185932,['34480'],"['36035', '149490', '94950', '176852', '71073']","['13593', '413717', '171873', '24027', '7268', '5', '452438', '7541']"
274204,['181956'],"['181956', '762443', '203872', '234138']","['228780', '415513', '328', '416482', '31674', '407603', '675338', '59440']"
191856,['109708'],"['14040', '37181']","['63506', '17802', '82306', '22462', '126699', '398314', '209544', '515413']"
226509,['27087'],"['669358', '194074']","['71767', '81160', '9109', '163572', '418534', '24501', '144848', '793290']"
292926,['934406'],"['934407', '934407']","['462628', '520406', '934430', '903249', '838425', '152670', '20969', '757759']"
310793,['824947'],['824947'],"['265711', '689016', '675207', '939376', '981485', '950374', '851888']"
306208,"['202633', '969277', '969276']",,"['973632', '973634', '941855', '973633']"
285300,['4621'],"['929982', '499997']","['499997', '630', '13008', '5725', '1325', '78817', '10901', '3347']"
281830,['74785'],"['74785', '900593', '84790']","['421043', '131972', '126871', '5945', '221532', '648844', '623418', '891076']"
181923,['34877'],"['34877', '103697']","['246148', '29806', '79113', '22426', '884252', '53470', '132152', '97974']"
12263,['19374'],"['49823', '14040']","['10339', '21084', '21359', '21358', '7519', '12024', '21360', '1193']"
193921,['4674'],"['47051', '4674']","['2374', '61516', '5903', '149962', '52117', '90647', '179237', '58632']"
4063,['3688'],"['39110', '39110']","['793', '3866', '45205', '700', '8441', '9875', '73845', '2011']"
290159,['20295'],"['20295', '645964']","['2083', '180052', '554219', '734334', '662389']"
290725,['135840'],"['135840', '727941']","['18069', '13593', '427063', '968411', '733519', '613552', '976014', '762707']"
302630,['15998'],['15998'],"['23312', '188722', '829883', '168036', '752053', '942006', '970127', '970128']"
282400,['4059'],"['18735', '56649', '18735']","['41623', '14369', '8258', '638689', '430500', '767459', '516884', '33060']"
278318,['19374'],"['257691', '106888']","['12024', '126699', '22462', '8503', '610255', '12219', '119910', '208652']"
296328,['827031'],"['827031', '943874']","['5479', '12205', '108209', '661992', '247837', '240208', '202232']"
9393,['471'],"['17387', '546402']","['5568', '6556', '15280', '15211', '17755', '17376', '10199', '104276']"
283592,['79685'],"['73485', '906465', '79685']","['712827', '820040', '56369', '12563', '16522', '15189', '818588', '60204']"
298512,['419988'],"['239943', '950289', '419988']","['949775', '133472', '438470', '144924', '5945', '796431', '706253', '818766']"
306263,['969398'],['969398'],"['969398', '969399', '671554', '915', '35703', '754743', '969402', '813738']"
256424,['658205'],['658205'],"['198048', '87127', '13471', '220861', '461786', '142809', '1559', '506920']"
233330,['258'],"['177976', '24788', '1192', '1193']","['1192', '502681', '606051', '1193', '12295', '706253', '62825', '207673']"
245010,['142452'],['142452'],"['1029', '4062', '19781', '80927', '76973', '469451', '455309', '687881']"
178084,['13592'],['84016'],"['8', '33202', '117465', '19356', '18770', '76763', '17569', '38330']"
262273,['241858'],"['241858', '414307', '856097']","['30279', '419082', '32799', '5198', '820290', '856015', '834116', '886646']"
10126,['15570'],"['15570', '18888']","['1844', '14454', '13206', '6693', '10', '4834', '3225', '9772']"
236994,['26163'],"['730542', '730542']","['62460', '725061', '117295', '22366', '103817', '567227', '117262', '938969']"
115362,['30367'],"['30367', '88905', '72604', '30367', '35044', '35044', '72604']","['8471', '33198', '21075', '70218', '2535', '4012', '12630', '157177']"
296970,"['40963', '52815']","['52815', '74580', '40963']",
261721,['165759'],"['208091', '829428']","['660060', '88619', '438373', '5894', '896902', '12577', '82003', '126599']"
264475,['89183'],"['57529', '57529', '89183']","['117304', '3614', '265836', '83459', '582633', '99627', '115090', '21485']"
294690,['554233'],"['554233', '894551']","['29358', '91872', '22462', '580703', '782159', '483791', '941397', '681587']"
290740,['671669'],"['671669', '185152']","['253064', '169853', '12731', '7984', '878435', '863298', '823131', '874436']"
282416,['566516'],"['566516', '598934', '598934', '113170', '113170', '566516', '566516']","['113170', '31695', '38768', '269118', '685641', '216993', '163581', '902232']"
285147,['909877'],"['637855', '909877']","['9005', '609357', '966640', '653942', '108730', '833293', '78676', '780189']"
303686,['822451'],['822451'],"['196939', '669359', '504030', '604803', '604809', '408542']"
307170,['705347'],"['566867', '705347', '847371', '847372']","['117788', '755499', '977872', '225055', '13934', '981279', '981278', '980597']"
182745,"['28840', '28839']","['28840', '563028', '28840', '28839', '28839']","['2608', '87127', '18013', '128597', '14527', '132992', '251456', '543457']"
28967,['25348'],"['68354', '25348', '25189']","['25348', '29666', '29365', '22419', '21409', '59931', '16498', '618']"
276098,['7046'],"['36380', '889909', '60739']","['1193', '246148', '97643', '34432', '723569', '117295', '838641', '29677']"
264694,['93524'],"['841118', '93524', '102506', '841119']","['20204', '194479', '6417', '649421', '678294', '141006', '939008', '23284']"
3198,['1049'],"['6527', '6415', '5119', '1049', '8124', '39291', '5121', '4636']","['4636', '5121', '5119', '6415', '2029', '39291', '2026', '23161']"
137696,['161982'],"['36151', '82736', '420117', '41605']","['36151', '102018', '420108', '74202', '420105', '95836', '27374', '213029']"
